Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression Offers,Chrome 77.0.3865.120,,,2019-10-25 11:14:08,2019-10-25 11:18:10,4m - 2.228s,INCOMPLETE
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-25 11:14:08,2019-10-25 11:15:20,1m - 11.858s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-25 11:14:09,2019-10-25 11:14:21,12.657s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-25 11:14:21,2019-10-25 11:14:31,9.078s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-25 11:14:31,2019-10-25 11:14:37,6.198s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-25 11:14:37,2019-10-25 11:14:46,9.320s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-25 11:14:46,2019-10-25 11:14:49,3.042s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-25 11:14:49,2019-10-25 11:14:56,6.645s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-25 11:14:56,2019-10-25 11:14:58,2.007s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-25 11:14:58,2019-10-25 11:15:04,6.410s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-25 11:15:04,2019-10-25 11:15:08,4.295s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-25 11:15:08,2019-10-25 11:15:13,5.004s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-25 11:15:13,2019-10-25 11:15:20,6.707s,PASSED
,,,,,,,
