Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression Images,Chrome 77.0.3865.120,,,2019-10-17 10:51:45,2019-10-17 10:56:33,4m - 48.144s,INCOMPLETE
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-17 10:51:45,2019-10-17 10:52:54,1m - 9.270s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-17 10:51:46,2019-10-17 10:51:57,11.249s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-17 10:51:57,2019-10-17 10:52:06,8.822s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-17 10:52:06,2019-10-17 10:52:12,6.204s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:12,2019-10-17 10:52:20,8.164s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-17 10:52:20,2019-10-17 10:52:23,3.051s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-17 10:52:23,2019-10-17 10:52:30,6.741s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-17 10:52:30,2019-10-17 10:52:32,2.004s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-17 10:52:32,2019-10-17 10:52:38,6.496s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:38,2019-10-17 10:52:43,4.250s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-17 10:52:43,2019-10-17 10:52:48,5.003s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-17 10:52:48,2019-10-17 10:52:54,6.828s,PASSED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/IMAGES/Upload Image,Chrome 77.0.3865.120,,,2019-10-17 10:52:54,2019-10-17 10:52:55,0.347s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.005s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Templates/a_Images""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.001s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Images/a_Upload""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/input_Image Name_image-group-0-name""), ""innova"")",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"com.kms.katalon.keyword.uploadfile.UploadFile.uploadFileUsingRobot(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/div_Select Files""), ""C:\Users\Dell\Pictures\Innova.jpg"")",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/button_Select""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/a_Email""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/button_Select_1""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/a_English (US)""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/input_Marketing Category_image-group-0-marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/button_Finish Upload""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:55,0.000s,NOT_RUN
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image,Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:56:24,3m - 28.933s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:55,2019-10-17 10:52:59,4.346s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Templates/a_Images""))",Chrome 77.0.3865.120,,,2019-10-17 10:52:59,2019-10-17 10:53:04,4.337s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Images/button_Local_dropdown-toggle btn btn-icon btn-light""))",Chrome 77.0.3865.120,,,2019-10-17 10:53:04,2019-10-17 10:53:16,11.941s,PASSED
