Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
R13,,,,2019-10-30 16:19:30,2019-10-30 16:19:42,12.042s,INCOMPLETE
,,,,,,,
Test Cases/API Requests/Sample Requests/Create User,,,,2019-10-30 16:19:31,2019-10-30 16:19:36,5.000s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Create User""))",,,,2019-10-30 16:19:31,2019-10-30 16:19:36,4.426s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Update User,,,,2019-10-30 16:19:36,2019-10-30 16:19:39,2.862s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Update User""))",,,,2019-10-30 16:19:36,2019-10-30 16:19:39,2.464s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Get Single User,,,,2019-10-30 16:19:39,2019-10-30 16:19:40,1.531s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Get Single User""))",,,,2019-10-30 16:19:39,2019-10-30 16:19:40,1.286s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Delete User,,,,2019-10-30 16:19:40,2019-10-30 16:19:42,2.022s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Delete User""))",,,,2019-10-30 16:19:40,2019-10-30 16:19:42,1.792s,PASSED
