Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Para,Chrome 77.0.3865.120,,,2019-10-21 10:59:47,2019-10-21 11:05:09,5m - 21.721s,INCOMPLETE
,,,,,,,
Test Cases/Para,Chrome 77.0.3865.120,,,2019-10-21 10:59:48,2019-10-21 11:01:38,1m - 50.341s,ERROR
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-21 10:59:49,2019-10-21 11:00:00,11.129s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-21 11:00:00,2019-10-21 11:00:07,6.609s,PASSED
"click(findTestObject(""Object Repository/Para/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-21 11:00:07,2019-10-21 11:00:15,8.225s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_GSM Login/input_Email Address_email""), un)",Chrome 77.0.3865.120,,,2019-10-21 11:00:15,2019-10-21 11:00:21,6.562s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_GSM Login/input_Password_password""), pw)",Chrome 77.0.3865.120,,,2019-10-21 11:00:21,2019-10-21 11:00:28,6.406s,PASSED
"click(findTestObject(""Object Repository/Para/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-21 11:00:28,2019-10-21 11:00:32,4.250s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-21 11:00:32,2019-10-21 11:00:46,13.869s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-21 11:00:46,2019-10-21 11:00:50,4.287s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/a_New Offer""))",Chrome 77.0.3865.120,,,2019-10-21 11:00:50,2019-10-21 11:00:57,6.762s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/input_Offer Name_name""), OfferName)",Chrome 77.0.3865.120,,,2019-10-21 11:00:57,2019-10-21 11:01:08,11.399s,PASSED
