Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestRail1,Chrome 77.0.3865.120,,,2019-10-24 16:57:05,2019-10-24 16:58:10,1m - 4.819s,INCOMPLETE
,,,,,,,
Test Cases/TestRail/GSM Login,Chrome 77.0.3865.120,,,2019-10-24 16:57:05,2019-10-24 16:58:10,1m - 4.230s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-24 16:57:06,2019-10-24 16:57:17,11.529s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-24 16:57:17,2019-10-24 16:57:23,5.732s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-24 16:57:23,2019-10-24 16:57:29,6.163s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-24 16:57:29,2019-10-24 16:57:38,8.854s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-24 16:57:38,2019-10-24 16:57:41,3.052s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-24 16:57:41,2019-10-24 16:57:48,6.521s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-24 16:57:48,2019-10-24 16:57:50,2.007s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-24 16:57:50,2019-10-24 16:57:56,6.381s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-24 16:57:56,2019-10-24 16:58:00,4.251s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-24 16:58:00,2019-10-24 16:58:05,5.026s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-24 16:58:05,2019-10-24 16:58:10,4.189s,PASSED
