Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression Offers,Chrome 77.0.3865.120,,,2019-10-29 14:22:25,2019-10-29 14:26:36,4m - 10.799s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-29 14:22:26,2019-10-29 14:23:31,1m - 5.375s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-29 14:22:27,2019-10-29 14:22:35,8.511s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-29 14:22:35,2019-10-29 14:22:45,10.171s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-29 14:22:45,2019-10-29 14:22:49,4.198s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-29 14:22:49,2019-10-29 14:23:05,15.557s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-29 14:23:05,2019-10-29 14:23:08,3.032s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-29 14:23:08,2019-10-29 14:23:13,4.989s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-29 14:23:13,2019-10-29 14:23:15,2.007s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-29 14:23:15,2019-10-29 14:23:20,4.786s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-29 14:23:20,2019-10-29 14:23:22,2.573s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-29 14:23:22,2019-10-29 14:23:27,5.006s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-29 14:23:27,2019-10-29 14:23:31,3.940s,PASSED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 77.0.3865.120,,,2019-10-29 14:23:31,2019-10-29 14:24:41,1m - 9.431s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-29 14:23:32,2019-10-29 14:23:34,2.608s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-29 14:23:34,2019-10-29 14:23:44,9.488s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/a_New Offer""))",Chrome 77.0.3865.120,,,2019-10-29 14:23:44,2019-10-29 14:23:57,12.751s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Offer Name_name""), ""abc"")",Chrome 77.0.3865.120,,,2019-10-29 14:23:57,2019-10-29 14:24:10,13.096s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-29 14:24:10,2019-10-29 14:24:41,31.114s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer,Chrome 77.0.3865.120,,,2019-10-29 14:24:41,2019-10-29 14:25:34,53.188s,FAILED
delay(5),Chrome 77.0.3865.120,,,2019-10-29 14:24:41,2019-10-29 14:24:46,5.003s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-29 14:24:46,2019-10-29 14:24:49,2.851s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer/Page_Offers/a_abc""))",Chrome 77.0.3865.120,,,2019-10-29 14:24:49,2019-10-29 14:24:56,6.558s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer/Page_Offers/button_Yes Edit""))",Chrome 77.0.3865.120,,,2019-10-29 14:24:56,2019-10-29 14:24:58,2.855s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer/Page_Offers/input_Aquisition_marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-29 14:24:58,2019-10-29 14:25:34,35.600s,FAILED
,,,,,,,
