Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression Offers,Chrome 77.0.3865.120,,,2019-10-29 14:28:33,2019-10-29 14:32:26,3m - 53.054s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-29 14:28:33,2019-10-29 14:29:29,55.815s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-29 14:28:34,2019-10-29 14:28:41,7.788s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-29 14:28:41,2019-10-29 14:28:50,8.313s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-29 14:28:50,2019-10-29 14:28:54,4.218s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-29 14:28:54,2019-10-29 14:29:01,7.007s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-29 14:29:01,2019-10-29 14:29:04,3.058s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-29 14:29:04,2019-10-29 14:29:09,4.821s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-29 14:29:09,2019-10-29 14:29:11,2.006s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-29 14:29:11,2019-10-29 14:29:16,4.801s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-29 14:29:16,2019-10-29 14:29:18,2.545s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-29 14:29:18,2019-10-29 14:29:23,5.005s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-29 14:29:23,2019-10-29 14:29:29,5.716s,PASSED
,,,,,,,
