Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression Images,Chrome 77.0.3865.120,,,2019-10-17 10:39:40,2019-10-17 10:41:28,1m - 47.884s,INCOMPLETE
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-17 10:39:40,2019-10-17 10:39:57,16.129s,FAILED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-17 10:39:41,2019-10-17 10:39:54,12.998s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-17 10:39:54,2019-10-17 10:39:57,2.421s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/IMAGES/Upload Image,Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.390s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Templates/a_Images""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Images/a_Upload""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.004s,NOT_RUN
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/input_Image Name_image-group-0-name""), ""innova"")",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.000s,NOT_RUN
"com.kms.katalon.keyword.uploadfile.UploadFile.uploadFileUsingRobot(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/div_Select Files""), ""C:\Users\Dell\Pictures\Innova.jpg"")",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.004s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/button_Select""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.004s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/a_Email""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.004s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/button_Select_1""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/a_English (US)""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.004s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/input_Marketing Category_image-group-0-marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Upload Images/button_Finish Upload""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:39:57,0.000s,NOT_RUN
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image,Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:40:38,41.283s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Edit Image/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-17 10:39:57,2019-10-17 10:40:38,41.096s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/IMAGES/Archive Image,Chrome 77.0.3865.120,,,2019-10-17 10:40:38,2019-10-17 10:40:39,0.349s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Archive Image/Page_Images/div_Most Recent Uploads_library-table-checkbox no-label checkbox""))",Chrome 77.0.3865.120,,,2019-10-17 10:40:39,2019-10-17 10:40:39,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Archive Image/Page_Images/button_Archive""))",Chrome 77.0.3865.120,,,2019-10-17 10:40:39,2019-10-17 10:40:39,0.000s,NOT_RUN
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/IMAGES/Archive Image/Page_Images/button_Yes""))",Chrome 77.0.3865.120,,,2019-10-17 10:40:39,2019-10-17 10:40:39,0.000s,NOT_RUN
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Logout/GSM Logout,Chrome 77.0.3865.120,,,2019-10-17 10:40:39,2019-10-17 10:41:28,49.144s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Logout/Page_Templates/a_Help_user-panel-dropdown-4""))",Chrome 77.0.3865.120,,,2019-10-17 10:40:39,2019-10-17 10:41:28,48.951s,FAILED
