Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Para,Chrome 77.0.3865.120,,,2019-10-21 11:23:44,2019-10-21 11:31:12,7m - 27.994s,INCOMPLETE
,,,,,,,
Test Cases/Para,Chrome 77.0.3865.120,,,2019-10-21 11:23:45,2019-10-21 11:26:14,2m - 29.360s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-21 11:23:46,2019-10-21 11:23:57,11.062s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-21 11:23:57,2019-10-21 11:24:03,5.871s,PASSED
"click(findTestObject(""Object Repository/Para/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-21 11:24:03,2019-10-21 11:24:10,7.824s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_GSM Login/input_Email Address_email""), un)",Chrome 77.0.3865.120,,,2019-10-21 11:24:10,2019-10-21 11:24:17,6.675s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_GSM Login/input_Password_password""), pw)",Chrome 77.0.3865.120,,,2019-10-21 11:24:17,2019-10-21 11:24:23,6.424s,PASSED
"click(findTestObject(""Object Repository/Para/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-21 11:24:23,2019-10-21 11:24:28,4.358s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-21 11:24:28,2019-10-21 11:24:38,10.154s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-21 11:24:38,2019-10-21 11:24:42,4.360s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/a_New Offer""))",Chrome 77.0.3865.120,,,2019-10-21 11:24:42,2019-10-21 11:24:47,4.351s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/input_Offer Name_name""), OfferName)",Chrome 77.0.3865.120,,,2019-10-21 11:24:47,2019-10-21 11:24:53,6.395s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-21 11:24:53,2019-10-21 11:24:57,4.360s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Offer Description_description""), OfferDescription)",Chrome 77.0.3865.120,,,2019-10-21 11:24:57,2019-10-21 11:25:04,6.412s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/input_Objects set to expire will be automatically archived_expiration""), ""10/25/2019"")",Chrome 77.0.3865.120,,,2019-10-21 11:25:04,2019-10-21 11:25:10,6.617s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/button_Select""))",Chrome 77.0.3865.120,,,2019-10-21 11:25:10,2019-10-21 11:25:15,4.311s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/a_English (US)""))",Chrome 77.0.3865.120,,,2019-10-21 11:25:15,2019-10-21 11:25:19,4.375s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/button_Next""))",Chrome 77.0.3865.120,,,2019-10-21 11:25:19,2019-10-21 11:25:24,4.381s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Title_title""), Title)",Chrome 77.0.3865.120,,,2019-10-21 11:25:24,2019-10-21 11:25:32,8.872s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Subtitle_subtitle""), Subtitle)",Chrome 77.0.3865.120,,,2019-10-21 11:25:32,2019-10-21 11:25:39,6.476s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Body_body""), Body)",Chrome 77.0.3865.120,,,2019-10-21 11:25:39,2019-10-21 11:25:45,6.444s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/input_Offer_offer""), OfferValue)",Chrome 77.0.3865.120,,,2019-10-21 11:25:45,2019-10-21 11:25:52,6.494s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/button_Select_1""))",Chrome 77.0.3865.120,,,2019-10-21 11:25:52,2019-10-21 11:25:56,4.266s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/a_No Expiration Date""))",Chrome 77.0.3865.120,,,2019-10-21 11:25:56,2019-10-21 11:26:01,4.427s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Terms  Conditions_termsAndConditions""), TermsAndConditions)",Chrome 77.0.3865.120,,,2019-10-21 11:26:01,2019-10-21 11:26:07,6.483s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/button_Create""))",Chrome 77.0.3865.120,,,2019-10-21 11:26:07,2019-10-21 11:26:11,4.420s,PASSED
closeBrowser(),Chrome 77.0.3865.120,,,2019-10-21 11:26:11,2019-10-21 11:26:14,2.790s,PASSED
,,,,,,,
Test Cases/Para,Chrome 77.0.3865.120,,,2019-10-21 11:26:14,2019-10-21 11:28:44,2m - 29.501s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-21 11:26:14,2019-10-21 11:26:24,9.492s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-21 11:26:24,2019-10-21 11:26:31,7.386s,PASSED
"click(findTestObject(""Object Repository/Para/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-21 11:26:31,2019-10-21 11:26:40,8.640s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_GSM Login/input_Email Address_email""), un)",Chrome 77.0.3865.120,,,2019-10-21 11:26:40,2019-10-21 11:26:47,6.783s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_GSM Login/input_Password_password""), pw)",Chrome 77.0.3865.120,,,2019-10-21 11:26:47,2019-10-21 11:26:53,6.428s,PASSED
"click(findTestObject(""Object Repository/Para/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-21 11:26:53,2019-10-21 11:26:57,4.262s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-21 11:26:57,2019-10-21 11:27:08,10.168s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-21 11:27:08,2019-10-21 11:27:12,4.349s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/a_New Offer""))",Chrome 77.0.3865.120,,,2019-10-21 11:27:12,2019-10-21 11:27:16,4.313s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/input_Offer Name_name""), OfferName)",Chrome 77.0.3865.120,,,2019-10-21 11:27:16,2019-10-21 11:27:23,6.434s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-21 11:27:23,2019-10-21 11:27:27,4.317s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Offer Description_description""), OfferDescription)",Chrome 77.0.3865.120,,,2019-10-21 11:27:27,2019-10-21 11:27:33,6.423s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/input_Objects set to expire will be automatically archived_expiration""), ""10/25/2019"")",Chrome 77.0.3865.120,,,2019-10-21 11:27:33,2019-10-21 11:27:40,6.520s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/button_Select""))",Chrome 77.0.3865.120,,,2019-10-21 11:27:40,2019-10-21 11:27:44,4.251s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/a_English (US)""))",Chrome 77.0.3865.120,,,2019-10-21 11:27:44,2019-10-21 11:27:49,4.312s,PASSED
"click(findTestObject(""Object Repository/Para/Page_Offers/button_Next""))",Chrome 77.0.3865.120,,,2019-10-21 11:27:49,2019-10-21 11:27:53,4.323s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Title_title""), Title)",Chrome 77.0.3865.120,,,2019-10-21 11:27:53,2019-10-21 11:28:02,9.408s,PASSED
"setText(findTestObject(""Object Repository/Para/Page_Offers/textarea_Subtitle_subtitle""), Subtitle)",Chrome 77.0.3865.120,,,2019-10-21 11:28:02,2019-10-21 11:28:09,6.452s,PASSED
