Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
R13,,,,2019-10-30 14:30:50,2019-10-30 14:30:59,8.927s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Create User,,,,2019-10-30 14:30:51,2019-10-30 14:30:56,4.934s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Create User""))",,,,2019-10-30 14:30:51,2019-10-30 14:30:56,4.411s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Update User,,,,2019-10-30 14:30:56,2019-10-30 14:30:57,1.369s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Update User""))",,,,2019-10-30 14:30:56,2019-10-30 14:30:57,1.016s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Get Single User,,,,2019-10-30 14:30:57,2019-10-30 14:30:58,0.802s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Get Single User""))",,,,2019-10-30 14:30:58,2019-10-30 14:30:58,0.577s,PASSED
,,,,,,,
Test Cases/API Requests/Sample Requests/Delete User,,,,2019-10-30 14:30:58,2019-10-30 14:30:59,1.179s,PASSED
"sendRequestAndVerify(findTestObject(""API Requests/Sample Requests/Delete User""))",,,,2019-10-30 14:30:58,2019-10-30 14:30:59,0.929s,PASSED
