Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestRail1,Chrome 77.0.3865.120,,,2019-10-24 17:03:14,2019-10-24 17:04:19,1m - 4.320s,INCOMPLETE
,,,,,,,
Test Cases/TestRail/GSM Login,Chrome 77.0.3865.120,,,2019-10-24 17:03:15,2019-10-24 17:04:19,1m - 3.596s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-24 17:03:16,2019-10-24 17:03:27,11.465s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-24 17:03:27,2019-10-24 17:03:33,5.976s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-24 17:03:33,2019-10-24 17:03:39,6.163s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-24 17:03:39,2019-10-24 17:03:47,7.942s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-24 17:03:47,2019-10-24 17:03:50,3.048s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-24 17:03:50,2019-10-24 17:03:57,6.547s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-24 17:03:57,2019-10-24 17:03:59,2.008s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-24 17:03:59,2019-10-24 17:04:05,6.392s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-24 17:04:05,2019-10-24 17:04:09,4.256s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-24 17:04:09,2019-10-24 17:04:14,5.006s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-24 17:04:14,2019-10-24 17:04:19,4.251s,PASSED
