Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression Offers,Chrome 77.0.3865.120,,,2019-10-24 17:22:36,2019-10-24 17:30:30,7m - 53.977s,INCOMPLETE
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-24 17:22:37,2019-10-24 17:23:54,1m - 17.497s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-24 17:22:37,2019-10-24 17:22:49,11.400s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-24 17:22:49,2019-10-24 17:22:57,8.580s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-24 17:22:57,2019-10-24 17:23:04,6.193s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-24 17:23:04,2019-10-24 17:23:20,16.938s,PASSED
delay(3),Chrome 77.0.3865.120,,,2019-10-24 17:23:20,2019-10-24 17:23:24,3.057s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.120,,,2019-10-24 17:23:24,2019-10-24 17:23:30,6.529s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-24 17:23:30,2019-10-24 17:23:32,2.005s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.120,,,2019-10-24 17:23:32,2019-10-24 17:23:38,6.329s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-24 17:23:38,2019-10-24 17:23:43,4.250s,PASSED
delay(5),Chrome 77.0.3865.120,,,2019-10-24 17:23:43,2019-10-24 17:23:48,5.003s,PASSED
"verifyElementText(findTestObject(""UI Test Scenarios/Modules/GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.120,,,2019-10-24 17:23:48,2019-10-24 17:23:54,6.732s,PASSED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 77.0.3865.120,,,2019-10-24 17:23:54,2019-10-24 17:26:30,2m - 35.378s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-24 17:23:55,2019-10-24 17:23:59,4.260s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-24 17:23:59,2019-10-24 17:24:03,4.269s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/a_New Offer""))",Chrome 77.0.3865.120,,,2019-10-24 17:24:03,2019-10-24 17:24:10,6.778s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Offer Name_name""), name)",Chrome 77.0.3865.120,,,2019-10-24 17:24:10,2019-10-24 17:24:19,8.890s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-24 17:24:19,2019-10-24 17:24:23,4.314s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/textarea_Offer Description_description""), description)",Chrome 77.0.3865.120,,,2019-10-24 17:24:23,2019-10-24 17:24:30,6.374s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Objects set to expire will be automatically archived_expiration""), ""10/20/2019"")",Chrome 77.0.3865.120,,,2019-10-24 17:24:30,2019-10-24 17:24:36,6.526s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/button_Select""))",Chrome 77.0.3865.120,,,2019-10-24 17:24:36,2019-10-24 17:24:40,4.279s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/a_English (US)""))",Chrome 77.0.3865.120,,,2019-10-24 17:24:40,2019-10-24 17:24:45,4.256s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/button_Next""))",Chrome 77.0.3865.120,,,2019-10-24 17:24:45,2019-10-24 17:24:49,4.293s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/textarea_Title_title""), title)",Chrome 77.0.3865.120,,,2019-10-24 17:24:49,2019-10-24 17:25:47,57.688s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/textarea_Subtitle_subtitle""), subtitle)",Chrome 77.0.3865.120,,,2019-10-24 17:25:47,2019-10-24 17:26:30,43.153s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 77.0.3865.120,,,2019-10-24 17:26:30,2019-10-24 17:27:02,32.409s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-24 17:26:30,2019-10-24 17:26:35,4.436s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-24 17:26:35,2019-10-24 17:26:39,4.336s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/a_New Offer""))",Chrome 77.0.3865.120,,,2019-10-24 17:26:39,2019-10-24 17:26:43,4.292s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Offer Name_name""), name)",Chrome 77.0.3865.120,,,2019-10-24 17:26:43,2019-10-24 17:26:49,6.324s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 77.0.3865.120,,,2019-10-24 17:26:49,2019-10-24 17:26:54,4.234s,PASSED
"setText(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Offers/textarea_Offer Description_description""), description)",Chrome 77.0.3865.120,,,2019-10-24 17:26:54,2019-10-24 17:27:02,8.611s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 77.0.3865.120,,,2019-10-24 17:27:02,2019-10-24 17:27:44,42.111s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-24 17:27:02,2019-10-24 17:27:44,41.954s,FAILED
,,,,,,,
