Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
R10,Chrome 77.0.3865.120,,,2019-10-29 17:31:55,2019-10-29 17:32:53,57.833s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 77.0.3865.120,,,2019-10-29 17:31:56,2019-10-29 17:31:57,1.411s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Create Offer/Page_Dashboard/div_Content""))",Chrome 77.0.3865.120,,,2019-10-29 17:31:56,2019-10-29 17:31:57,0.761s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Delete Offer,Chrome 77.0.3865.120,,,2019-10-29 17:31:57,2019-10-29 17:32:05,8.011s,FAILED
delay(5),Chrome 77.0.3865.120,,,2019-10-29 17:31:58,2019-10-29 17:32:03,5.060s,PASSED
delay(2),Chrome 77.0.3865.120,,,2019-10-29 17:32:03,2019-10-29 17:32:05,2.024s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Delete Offer/Page_Offers/div_Most Recent Uploads_library-table-checkbox no-label checkbox""))",Chrome 77.0.3865.120,,,2019-10-29 17:32:05,2019-10-29 17:32:05,0.165s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer,Chrome 77.0.3865.120,,,2019-10-29 17:32:05,2019-10-29 17:32:10,5.483s,FAILED
delay(5),Chrome 77.0.3865.120,,,2019-10-29 17:32:05,2019-10-29 17:32:10,5.005s,PASSED
"click(findTestObject(""UI Test Scenarios/Modules/Content Management/OFFERS/Edit Offer/Page_Templates/a_Offers""))",Chrome 77.0.3865.120,,,2019-10-29 17:32:10,2019-10-29 17:32:10,0.120s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.120,,,2019-10-29 17:32:11,2019-10-29 17:32:19,8.513s,FAILED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-29 17:32:11,2019-10-29 17:32:19,7.806s,PASSED
navigateToUrl(url),Chrome 77.0.3865.120,,,2019-10-29 17:32:19,2019-10-29 17:32:19,0.302s,FAILED
,,,,,,,
Test Cases/UI Test Scenarios/Modules/Logout/GSM Logout,Chrome 77.0.3865.120,,,2019-10-29 17:32:19,2019-10-29 17:32:53,33.766s,FAILED
"click(findTestObject(""UI Test Scenarios/Modules/GSM Logout/Page_Templates/a_Help_user-panel-dropdown-4""))",Chrome 77.0.3865.120,,,2019-10-29 17:32:19,2019-10-29 17:32:53,33.411s,FAILED
