Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Offers Regression,Chrome 77.0.3865.90,,,2019-10-11 18:48:05,2019-10-11 18:53:20,5m - 14.295s,INCOMPLETE
,,,,,,,
Test Cases/Test Scenarios/Modules/Login/GSM Login,Chrome 77.0.3865.90,,,2019-10-11 18:48:06,2019-10-11 18:49:16,1m - 10.524s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 18:48:07,2019-10-11 18:48:19,12.497s,PASSED
navigateToUrl(url),Chrome 77.0.3865.90,,,2019-10-11 18:48:19,2019-10-11 18:48:29,10.349s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.90,,,2019-10-11 18:48:29,2019-10-11 18:48:39,10.063s,PASSED
delay(3),Chrome 77.0.3865.90,,,2019-10-11 18:48:39,2019-10-11 18:48:43,3.054s,PASSED
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 77.0.3865.90,,,2019-10-11 18:48:43,2019-10-11 18:48:49,6.763s,PASSED
delay(2),Chrome 77.0.3865.90,,,2019-10-11 18:48:49,2019-10-11 18:48:51,2.007s,PASSED
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 77.0.3865.90,,,2019-10-11 18:48:51,2019-10-11 18:48:58,6.423s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.90,,,2019-10-11 18:48:58,2019-10-11 18:49:02,4.358s,PASSED
delay(5),Chrome 77.0.3865.90,,,2019-10-11 18:49:02,2019-10-11 18:49:07,5.011s,PASSED
"verifyElementText(findTestObject(""GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 77.0.3865.90,,,2019-10-11 18:49:07,2019-10-11 18:49:16,9.322s,PASSED
,,,,,,,
Test Cases/Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 77.0.3865.90,,,2019-10-11 18:49:16,2019-10-11 18:52:09,2m - 52.409s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Dashboard/div_Content""))",Chrome 77.0.3865.90,,,2019-10-11 18:49:17,2019-10-11 18:49:21,4.334s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Templates/a_Offers""))",Chrome 77.0.3865.90,,,2019-10-11 18:49:21,2019-10-11 18:49:25,4.359s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_New Offer""))",Chrome 77.0.3865.90,,,2019-10-11 18:49:25,2019-10-11 18:49:32,6.817s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Offer Name_name""), ""abc"")",Chrome 77.0.3865.90,,,2019-10-11 18:49:32,2019-10-11 18:49:46,14.037s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 77.0.3865.90,,,2019-10-11 18:49:46,2019-10-11 18:49:51,4.321s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Offer Description_description""), ""a"")",Chrome 77.0.3865.90,,,2019-10-11 18:49:51,2019-10-11 18:49:57,6.347s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_a""), ""ab"")",Chrome 77.0.3865.90,,,2019-10-11 18:49:57,2019-10-11 18:50:03,6.292s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_ab""), ""abc"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:03,2019-10-11 18:50:10,6.295s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Objects set to expire will be automatically archived_expiration""), ""10/15/2019"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:10,2019-10-11 18:50:16,6.613s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Select""))",Chrome 77.0.3865.90,,,2019-10-11 18:50:16,2019-10-11 18:50:20,4.320s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_English (US)""))",Chrome 77.0.3865.90,,,2019-10-11 18:50:20,2019-10-11 18:50:25,4.325s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Next""))",Chrome 77.0.3865.90,,,2019-10-11 18:50:25,2019-10-11 18:50:29,4.389s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Title_title""), ""a"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:29,2019-10-11 18:50:39,9.530s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_a_1""), ""ab"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:39,2019-10-11 18:50:45,6.348s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_ab_1""), ""abc"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:45,2019-10-11 18:50:51,6.421s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Subtitle_subtitle""), ""a"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:51,2019-10-11 18:50:58,6.395s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_a_2""), ""ab"")",Chrome 77.0.3865.90,,,2019-10-11 18:50:58,2019-10-11 18:51:04,6.342s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_ab_2""), ""abc"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:04,2019-10-11 18:51:11,6.438s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Body_body""), ""a"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:11,2019-10-11 18:51:17,6.416s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_a_3""), ""ab"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:17,2019-10-11 18:51:23,6.351s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_ab_3""), ""abc"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:23,2019-10-11 18:51:30,6.559s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Offer_offer""), ""123"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:30,2019-10-11 18:51:37,6.574s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Select_1""))",Chrome 77.0.3865.90,,,2019-10-11 18:51:37,2019-10-11 18:51:41,4.304s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_No Expiration Date""))",Chrome 77.0.3865.90,,,2019-10-11 18:51:41,2019-10-11 18:51:45,4.390s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Terms  Conditions_termsAndConditions""), ""a"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:45,2019-10-11 18:51:52,6.448s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_a_4""), ""ab"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:52,2019-10-11 18:51:58,6.385s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_ab_4""), ""abc"")",Chrome 77.0.3865.90,,,2019-10-11 18:51:58,2019-10-11 18:52:05,6.413s,PASSED
